runName,AFDPC
AdditionalGreedy,0.7872670873215789
PGGA_TestingPrioritizationProblem_0,0.6333290041232589
PGGA_TestingPrioritizationProblem_1,0.5980711957419396
PGGA_TestingPrioritizationProblem_2,0.6014885267305978
PGGA_TestingPrioritizationProblem_3,0.5782460017156847
PGGA_TestingPrioritizationProblem_4,0.8689770845185723
PGGA_TestingPrioritizationProblem_5,0.5851232499442771
PGGA_TestingPrioritizationProblem_6,0.5542530018601486
PGGA_TestingPrioritizationProblem_7,0.6447607852622396
PGGA_TestingPrioritizationProblem_8,0.801783430638604
PGGA_TestingPrioritizationProblem_9,0.7162634932929399
PGGA_TestingPrioritizationProblem_10,0.7292747302596255
PGGA_TestingPrioritizationProblem_11,0.8339757347775327
PGGA_TestingPrioritizationProblem_12,0.7652303884822934
PGGA_TestingPrioritizationProblem_13,0.4607859837745598
PGGA_TestingPrioritizationProblem_14,0.5192758078564811
PGGA_TestingPrioritizationProblem_15,0.8026459002615878
PGGA_TestingPrioritizationProblem_16,0.808717774246439
PGGA_TestingPrioritizationProblem_17,0.8694164365989537
PGGA_TestingPrioritizationProblem_18,0.6695445718058312
PGGA_TestingPrioritizationProblem_19,0.6939247693087867
