runName,AFDPC
AdditionalGreedy,0.7327992652868647
PGGA_TestingPrioritizationProblem_0,0.7433721021597018
PGGA_TestingPrioritizationProblem_1,0.05079600603451481
PGGA_TestingPrioritizationProblem_2,0.22823111715973604
PGGA_TestingPrioritizationProblem_3,0.1748736498878198
PGGA_TestingPrioritizationProblem_4,0.5316756642147821
PGGA_TestingPrioritizationProblem_5,0.5081541938594907
PGGA_TestingPrioritizationProblem_6,0.01044039895826046
PGGA_TestingPrioritizationProblem_7,0.6220653505288348
PGGA_TestingPrioritizationProblem_8,0.21285369214141084
PGGA_TestingPrioritizationProblem_9,0.43842202672826674
PGGA_TestingPrioritizationProblem_10,0.23275056755025728
PGGA_TestingPrioritizationProblem_11,0.14864240554962588
PGGA_TestingPrioritizationProblem_12,0.24775344592279255
PGGA_TestingPrioritizationProblem_13,0.21828044142350342
PGGA_TestingPrioritizationProblem_14,0.502346389166643
PGGA_TestingPrioritizationProblem_15,0.011453882028775484
PGGA_TestingPrioritizationProblem_16,0.2866934148811345
PGGA_TestingPrioritizationProblem_17,0.6072955978553479
PGGA_TestingPrioritizationProblem_18,0.05685230881814033
PGGA_TestingPrioritizationProblem_19,0.011475500493589148
