runName,AFDPC
AdditionalGreedy,0.6575359150467475
PGGA_TestingPrioritizationProblem_0,0.7233383598703479
PGGA_TestingPrioritizationProblem_1,0.7559248819527118
PGGA_TestingPrioritizationProblem_2,0.6581460805900198
PGGA_TestingPrioritizationProblem_3,0.6573135958574016
PGGA_TestingPrioritizationProblem_4,0.6576376923332355
PGGA_TestingPrioritizationProblem_5,0.7719776293225394
PGGA_TestingPrioritizationProblem_6,0.7227093632872849
PGGA_TestingPrioritizationProblem_7,0.6575359150467475
PGGA_TestingPrioritizationProblem_8,0.7160137939082406
PGGA_TestingPrioritizationProblem_9,0.7160137939082406
PGGA_TestingPrioritizationProblem_10,0.7227093632872849
PGGA_TestingPrioritizationProblem_11,0.6580443697269526
PGGA_TestingPrioritizationProblem_12,0.6576825834951118
PGGA_TestingPrioritizationProblem_13,0.6574153731438895
PGGA_TestingPrioritizationProblem_14,0.7576556770279398
PGGA_TestingPrioritizationProblem_15,0.659360245369002
PGGA_TestingPrioritizationProblem_16,0.7552918335409813
PGGA_TestingPrioritizationProblem_17,0.7558125654834602
PGGA_TestingPrioritizationProblem_18,0.6580443697269526
PGGA_TestingPrioritizationProblem_19,0.7731933329107696
