runName,AFDPC
AdditionalGreedy,0.7926510458242633
PGGA_TestingPrioritizationProblem_0,0.7970825011024827
PGGA_TestingPrioritizationProblem_1,0.7994806791521217
PGGA_TestingPrioritizationProblem_2,0.7265464978618408
PGGA_TestingPrioritizationProblem_3,0.7506461697509792
PGGA_TestingPrioritizationProblem_4,0.763569632042448
PGGA_TestingPrioritizationProblem_5,0.812219573262344
PGGA_TestingPrioritizationProblem_6,0.8306525021053512
PGGA_TestingPrioritizationProblem_7,0.7607958569418842
PGGA_TestingPrioritizationProblem_8,0.8100884180270853
PGGA_TestingPrioritizationProblem_9,0.7937928411949846
PGGA_TestingPrioritizationProblem_10,0.8224644087737857
PGGA_TestingPrioritizationProblem_11,0.7527966449544068
PGGA_TestingPrioritizationProblem_12,0.7610916721234515
PGGA_TestingPrioritizationProblem_13,0.7790364890989013
PGGA_TestingPrioritizationProblem_14,0.728343932795179
PGGA_TestingPrioritizationProblem_15,0.8214724227183161
PGGA_TestingPrioritizationProblem_16,0.7703527779097342
PGGA_TestingPrioritizationProblem_17,0.8210890117791002
PGGA_TestingPrioritizationProblem_18,0.7973423982717128
PGGA_TestingPrioritizationProblem_19,0.7281212240419784
