runName,AFDPC
AdditionalGreedy,0.4963335310656447
PGGA_TestingPrioritizationProblemWFaults_0,0.12810196119440817
PGGA_TestingPrioritizationProblemWFaults_1,0.22215997673364046
PGGA_TestingPrioritizationProblemWFaults_2,0.1888518800625027
PGGA_TestingPrioritizationProblemWFaults_3,0.12264221342489456
PGGA_TestingPrioritizationProblemWFaults_4,0.22950561733138666
PGGA_TestingPrioritizationProblemWFaults_5,0.21567428763256732
PGGA_TestingPrioritizationProblemWFaults_6,0.25660454825828294
PGGA_TestingPrioritizationProblemWFaults_7,0.11283195311418318
PGGA_TestingPrioritizationProblemWFaults_8,0.21800075875730096
PGGA_TestingPrioritizationProblemWFaults_9,0.20188521978138707
PGGA_TestingPrioritizationProblemWFaults_10,0.1427293185066455
PGGA_TestingPrioritizationProblemWFaults_11,0.13350698430326557
PGGA_TestingPrioritizationProblemWFaults_12,0.2553809527559574
PGGA_TestingPrioritizationProblemWFaults_13,0.2558331541594112
PGGA_TestingPrioritizationProblemWFaults_14,0.18832998397141226
PGGA_TestingPrioritizationProblemWFaults_15,0.24487199015282102
PGGA_TestingPrioritizationProblemWFaults_16,0.23192251115517915
PGGA_TestingPrioritizationProblemWFaults_17,0.1935694338934304
PGGA_TestingPrioritizationProblemWFaults_18,0.21164758662799685
PGGA_TestingPrioritizationProblemWFaults_19,0.3031621444023381
